name,latitude,longitude
Tsuruga Nuclear Power Plant,35.7519,136.019
Ōi Nuclear Power Plant,35.5406,135.652
Takahama Nuclear Power Plant,35.522,135.504
Shimane Nuclear Power Plant,35.5383,132.999
Genkai Nuclear Power Plant,33.5156,129.837
Sendai Nuclear Power Plant,31.8336,130.19
Denison Dam,33.8181,-96.5722
Guadarranque solar power plant,36.193,-5.418
Ōma Nuclear Power Plant,41.5097,140.91
North Hoyle Offshore Wind Farm,53.4333,-3.4
Krümmel Nuclear Power Plant,53.41,10.4089
Brunsbüttel Nuclear Power Plant,53.8917,9.20167
Nesjavellir Geothermal Power Station,64.1081,-21.2564
Panchet Dam,23.6781,86.7469
Balbina Dam,-1.91722,-59.4736
Kori Nuclear Power Plant,35.317,129.3
Brokdorf Nuclear Power Plant,53.8508,9.34472
Grafenrheinfeld Nuclear Power Plant,49.9841,10.1847
Stuart Oil Shale Project,-23.7867,151.147
Eshkol Power Station,31.8475,34.6619
Lingan Generating Station,46.2355,-60.0393
Rhyl Flats Wind Farm,53.3667,-3.65
Trenton Generating Station,45.6209,-62.6467
Emsland Nuclear Power Plant,52.4742,7.31786
Neckarwestheim Nuclear Power Plant,49.0417,9.175
Unterweser Nuclear Power Plant,53.4277,8.4802
Gundremmingen Nuclear Power Plant,48.5147,10.4022
Grohnde Nuclear Power Plant,52.0353,9.41333
Philippsburg Nuclear Power Plant,49.2525,8.43639
Kahl Nuclear Power Plant,50.0591,8.98728
Cruas Nuclear Power Plant,44.6331,4.75667
Bugey Nuclear Power Plant,45.7983,5.27083
Cattenom Nuclear Power Plant,49.4158,6.21806
Saint-Laurent Nuclear Power Plant,47.72,1.5775
Tricastin Nuclear Power Plant,44.3297,4.73222
Flamanville Nuclear Power Plant,49.5364,-1.88167
Gravelines Nuclear Power Station,51.0153,2.13611
Tokuyama Dam,35.6653,136.502
Civaux Nuclear Power Plant,46.4567,0.652778
Nogent Nuclear Power Plant,48.5153,3.51778
Brennilis Nuclear Power Plant,48.3533,-3.8722
Golfech Nuclear Power Plant,44.1067,0.845278
Rappbode Dam,51.7306,10.8772
Vaigai Dam,10.0533,77.5897
Oi Power Station,35.615,139.757
Kenney Dam,53.5792,-124.95
Volkhov Hydroelectric Plant,59.9106,32.3431
Loviisa Nuclear Power Plant,60.3722,26.3472
Kursk Nuclear Power Plant,51.675,35.6056
Balakovo Nuclear Power Plant,52.0911,47.9553
Novovoronezh Nuclear Power Plant,51.275,39.2
South Ukraine Nuclear Power Plant,47.8167,31.2167
Beznau Nuclear Power Plant,47.5521,8.22849
Gösgen Nuclear Power Plant,47.3661,7.96667
Leibstadt Nuclear Power Plant,47.6031,8.18472
Mühleberg Nuclear Power Plant,46.9689,7.26806
Obninsk Nuclear Power Plant,55.0842,36.5697
Kalinin Nuclear Power Plant,57.9056,35.0603
Oskarshamn Nuclear Power Plant,57.4156,16.6711
Ågesta Nuclear Plant,59.206,18.0829
Qinshan Nuclear Power Plant,30.4331,120.95
Kakrapar Atomic Power Station,21.2386,73.35
Rajasthan Atomic Power Station,24.8722,75.6139
Aguçadoura Wave Farm,41.4325,-8.8425
Gwynt y Môr Offshore Wind Farm,53.45,-3.58333
Tianwan Nuclear Power Plant,34.6869,119.46
Hongyanhe Nuclear Power Plant,39.7958,121.481
Sanmen Nuclear Power Station,29.1011,121.642
Obrigheim Nuclear Power Plant,49.3644,9.07639
Stade Nuclear Power Plant,53.62,9.53083
Greifswald Nuclear Power Plant,54.1406,13.6644
Mauvoisin Dam,45.9981,7.34917
Penly Nuclear Power Plant,49.9767,1.21194
Paluel Nuclear Power Plant,49.8581,0.635556
Chooz Nuclear Power Plant,50.09,4.78944
Chinon Nuclear Power Plant,47.2325,0.1703
Stendal Nuclear Power Plant,52.7241,12.0193
Rheinsberg Nuclear Power Plant,53.147,12.9902
Agecroft Power Station,53.5154,-2.3009
Radcliffe Power Station,53.5535,-2.33952
North-West Thermal Power Plant,60.0158,30.092
Bhima Dam,18.0739,75.12
Mülheim-Kärlich Nuclear Power Plant,50.4081,7.49
Condamine Power Station,-26.6636,150.265
Kearsley Power Station,53.5394,-2.35917
Bunnerong Power Station,-33.9714,151.227
Sweetwater Wind Farm,32.3388,-100.445
Tallawarra Power Station,-34.5228,150.808
Horse Mesa Dam,33.5908,-111.344
Raichur Thermal Power Station,16.355,77.3419
Alcántara Dam,39.73,-6.88472
Brunswick Wharf Power Station,51.5081,0.001
Hundhammerfjellet,64.761,11.386
Mongstad Power Station,60.8089,5.03694
Cloncurry Solar Farm,-20.7042,140.506
Smøla Wind Farm,63.407,7.924
Hitra Wind Farm,63.5419,8.75889
Oriel Wind Farm,53.918,-6.068
Generating Station,41.8391,-79.0037
Walchensee power station,47.6317,11.3375
Kingsnorth,51.4189,0.602702
Sayano-Shushenskaya Dam,52.8258,91.3703
Grain Power Station,51.4452,0.715028
Littlebrook Power Station,51.4653,0.241667
Caruachi Dam,8.16,-62.7986
Belvedere Power Station,51.5044,0.159355
Brimsdown Power Station,51.661,-0.022
West Ham Power Station,51.518,0.0014
Fulham Power Station,51.47,-0.183
Deptford Power Station,51.4824,-0.0203
Cheboksary Dam,56.1381,47.4656
West Thurrock Power Station,51.4696,0.288756
Barking Power Station,51.521,0.147
Moura Photovoltaic Power Station,38.1889,-7.20222
Zhiguli Dam,53.4267,49.4789
Northport Power Station,40.9228,-73.3428
William States Lee III Nuclear Generating Station,35.0333,-81.5111
Xiluodu Dam,28.2172,103.563
JEA Northside Generating Station,30.4286,-81.5528
Red Sea Dam,12.5569,43.3722
Whitelee Wind Farm,55.6872,-4.22861
Brazos Wind Farm,32.9499,-101.147
Stora Istad Wind Farm,56.9353,16.8181
Dunston power station,54.9603,-1.65889
Hudson Generating Station,40.7472,-74.0725
Vuhlehirska power station,48.4644,38.1981
Biglow Canyon Wind Farm,45.6375,-120.605
Yusufeli Dam,40.8203,41.6614
Xiaolangdi Dam,34.9239,112.365
Turceni Power Station,44.6697,23.4078
Tucuruí Dam,-3.83167,-49.6467
Sheringham Shoal Offshore Wind Farm,53.1167,1.13333
Cedar Creek Wind Farm I & II,40.8711,-104.093
King's Lynn Power Station,52.7273,0.380117
Iron Gate I Hydroelectric Power Station,44.6708,22.5292
Iron Gate II Hydroelectric Power Station,44.3044,22.565
Morgantown Generating Station,38.3592,-76.9767
Dickerson Generating Station,39.21,-77.465
Chalk Point Generating Station,38.5436,-76.6886
Rock River Generating Station,42.5819,-89.0275
Riverside Energy Center,42.5828,-89.0353
RockGen Energy Center,42.9769,-89.0486
Goose Creek Energy Center,40.1069,-88.5992
Hendrina Power Station,-26.0333,29.6
Port Washington Generating Station,43.3847,-87.87
Oak Creek Power Plant,42.8444,-87.8286
Columbia Energy Center,43.4861,-89.4203
Nelson Dewey Generating Station,42.7225,-91.0086
E. J. Stoneman Generating Station,42.7083,-90.9847
Edgewater Generating Station,43.7156,-87.7064
Pleasant Prairie Power Plant,42.5381,-87.9047
John P. Madgett Station,44.3031,-91.9125
Alma Station,44.3083,-91.9108
J. P. Pulliam Generating Station,44.54,-88.0086
Grootvlei Power Station,-26.7667,28.5
Genoa Generating Station,43.5592,-91.2319
Weston Generating Station,44.8586,-89.6497
Paris Generating Station,42.6658,-88.0131
Blackhawk Generating Station,42.5064,-89.0322
Valley Power Plant,43.0297,-87.9239
French Island Generating Plant,43.8292,-91.2594
Blount Generating Station,43.0792,-89.3742
Concord Generating Station,43.1681,-88.6869
Oconee Nuclear Station,34.7939,-82.8981
McGuire Nuclear Station,35.4325,-80.9483
Enfield Power Station,51.6628,-0.0227778
New Plymouth Power Station,-39.0578,174.027
Xiangjiaba Dam,28.6408,104.46
Nuozhadu Dam,22.6561,100.418
Laxiwa Dam,36.0717,101.187
Xiaowan Dam,24.7031,100.092
Pubugou Dam,29.225,102.831
Goupitan Dam,27.3753,107.633
Guandi Dam,27.8214,101.886
Wudongde Dam,26.3339,102.63
Baihetan Dam,27.2036,102.9
Ertan Dam,26.8208,101.781
Islay LIMPET,55.6904,-6.52226
Belarusian nuclear power plant,54.7619,26.1199
J. Robert Welsh Power Plant,33.055,-94.8394
Flint Creek Power Plant,36.2556,-94.5228
El Cajón Dam,21.4281,-104.452
Miami Fort Power Station,39.1156,-84.805
Frank E. Ratts Generating Station,38.52,-87.2672
A. B. Brown Generating Station,37.9056,-87.715
Berrimah Power Station,-12.4261,130.92
Bliss Wind Farm,42.55,-78.25
Lemington power station,54.9744,-1.71167
Stella power stations,54.9728,-1.72722
Lillgrund Wind Farm,55.5167,12.7833
Solana Generating Station Project,32.9167,-112.967
Saint Clair Power Plant,42.7644,-82.4725
Coolkeeragh power station,55.0437,-7.249
Taichung Power Plant台中發電廠,24.2128,120.481
Robin Rigg Offshore Wind Farm,54.75,-3.71667
Visaginas nuclear power plant,55.6057,26.5758
Elbow Creek Wind Project,32.2159,-101.431
Juragua Nuclear Power Plant,22.0669,-80.5092
Jaikawadi Dam,19.4858,75.37
Beinn an Tuirc Wind Farm,55.5714,-5.57611
Sorpe Dam,51.3503,7.9675
Tararua Wind Farm,-40.3461,175.78
Mangahao Power Station,-40.5767,175.45
Kilroot power station,54.725,-5.767
Bakhtiari Dam,32.9566,48.7597
Magat Dam,16.825,121.454
Spalding Power Station,52.8078,-0.1321
Glanford Brigg Power Station,53.5406,-0.503635
Babadag Wind Farm,44.9017,28.6897
Monowai Power Station,-45.7761,167.617
Crows Nest Wind Farm,-27.2308,151.959
Mount Mercer Wind Farm,-37.8411,143.871
Sutton Bridge Power Station,52.7572,0.19316
Levy County Nuclear Power Plant,29.0733,-82.6217
South Humber Bank Power Station,53.603,-0.146
Elektrėnai Power Plant,54.7708,24.6428
Killingholme Power Station,53.6566,-0.255287
Carillon Generating Station,45.5686,-74.3836
Keadby Power Station,53.5944,-0.750442
Klaipėda Geothermal Demonstration Plant,55.6839,21.2011
Forward Wind Energy Center,43.6169,-88.4911
Immingham Power Station,53.6383,-0.23328
Little Barford Power Station,52.2044,-0.268889
Corby Power Station,52.5109,-0.68139
Great Yarmouth Power Station,52.5839,1.73326
Coryton Power Station,51.512,0.508
Millmerran Power Station,-27.9617,151.279
Roosecote Power Station,54.105,-3.18773
PS20 solar power plant,37.4439,-6.25944
Deeside Power Station,53.234,-3.034
Blyth power stations,55.1417,-1.52861
Stratford Power Station,-39.3322,174.319
Connah's Quay Power Station,53.2322,-3.0813
Staythorpe Power Station,53.0748,-0.85573
Pembroke B Power Station,51.6831,-4.98842
Windorah Solar Farm,-25.4139,142.661
Kostromskaya Power Station,57.4594,41.175
Shotton Power Station,53.2337,-3.03265
Princess Amalia Wind Farm,52.59,4.22
Carville power stations,54.9889,-1.525
Uranquinty Power Station,-35.1803,147.217
Karun-4 Dam,31.6,50.4667
(Karun-1 Dam),32.1167,49.6167
Fântânele-Cogealac Wind Farm,44.5903,28.5653
Izvorul Muntelui (Bicaz) Dam,46.9383,26.1032
Varna Power Plant,43.2006,27.7861
Bobov Dol Power Plant,42.2856,23.0328
Ruse Iztok Power Plant,43.865,26.0111
Republika Power Plant,42.6064,23.0792
Sofia Power Plant,42.7189,23.3231
Sofia Iztok Power Plant,42.6511,23.4172
Maritsa 3 Power Plant,42.0542,25.6264
Belle River Power Plant,42.7739,-82.495
John E. Amos Power Plant,38.4747,-81.8211
Mohave Power Station,35.145,-114.589
Port Talbot Power Station,51.596,-3.781
Dubăsari Dam,47.2778,29.1236
Dniester Hydroelectric Station-1,48.5933,27.455
Barrow Offshore Wind Farm,53.9833,-3.28333
Burbo Bank Offshore Wind Farm,53.4833,-3.16667
Kentish Flats Offshore Wind Farm,51.46,1.09
Seyhan Dam,37.04,35.3319
Rotherham Power Station,53.4356,-1.35722
Mexborough Power Station,53.4937,-1.26359
Hauāuru mā raki,-37.5678,174.805
Novovoronezh Nuclear Power Plant II,51.275,39.2
Rocksavage Power Station,53.3154,-2.72541
Otahuhu Power Station,-36.9512,174.865
Petersburg Generating Station,38.5275,-87.2539
Hunterston A nuclear power station,55.7222,-4.89
Lone Star Wind Farm,32.2728,-99.4561
Barry Power Station,51.4081,-3.22871
Al Quatrana Power Plant,31.2222,36.0186
Aqaba Thermal Power Station,29.3778,34.9728
Shoaiba power and desalination plant,20.6801,39.5232
Healy Clean Coal Project,63.8547,-148.951
Waitahora Wind Farm,-40.3623,176.173
Turitea Wind Farm,-40.4411,175.671
Bushehr Nuclear Power Plant,28.8296,50.886
Clyde Wind Farm,55.4672,-3.65444
Archimede solar power plant,37.0808,15.2422
Boa Esperança Hydroelectric Power Station,-6.75,-43.7333
Glomfjord power plant,66.7964,13.9958
Centennial Drive Binary,-38.6669,176.118
Lynemouth power station,55.2042,-1.52083
Shepherds Flat Wind farm,45.7,-120.06
Haiyang Nuclear Power Plant,36.7083,121.383
Mahinerangi Wind Farm,-45.7606,169.905
Derwent Power Station,52.9064,-1.4007
Mount Cass Wind Farm,-43.075,172.837
Doel Nuclear Power Station,51.3247,4.25861
Tihange Nuclear Power Station,50.5346,5.27253
Project Hayes,-45.5108,169.884
Bucharest West Power Station,44.4239,25.9772
Grozăveşti Power Station,44.4403,26.0628
Progresu Power Station,44.3728,26.1072
Bucharest South Power Station,44.4058,26.1556
Motru Dam,45.0444,22.9475
Kaliningrad Nuclear Power Plant,54.9389,22.1611
Forth Banks Power Station,54.965,-1.615
Topaz Solar Farm,35.3833,-120.067
California Valley Solar Ranch,35.33,-119.91
Malibu Hydro Power,50.1444,-123.878
Moel Maelogen,53.1356,-3.71667
Long Gully Wind Farm,-41.3267,174.718
Te Rapa cogeneration,-37.7164,175.217
Vatnsfell Power Station,64.1962,-19.0326
Warrior Run Generating Station,39.5961,-78.7461
Carno Wind Farm,52.5503,-3.60028
Neptune Bank Power Station,54.985,-1.536
Golan Heights Wind Farm,33.0833,35.8333
Fuente Álamo Solar Power Plant,37.6867,-1.81722
White Hill Wind Farm,-45.7525,168.272
Beryozovskaya GRES,55.5794,89.0725
West Burton power stations,53.365,-0.8194
Te Mihi Power Station,-38.6169,176.043
Wairakei Power Station,-38.6269,176.105
Hau Nui Wind Farm,-41.3617,175.484
Coleson Cove Generating Station,45.1536,-66.2031
Alberto Lleras Dam,4.72472,-73.4831
Twin Groves Wind Farm,40.4817,-88.7072
Ranjit Sagar Dam,32.4425,75.7286
West Wind Wind Farm,-41.2764,174.66
Mill Creek Wind Farm,-41.2122,174.739
Te Uku Wind Farm,-37.8783,174.963
Cholla Power Plant,34.9403,-110.3
Kaiwera Downs Wind Farm,-46.2414,169.056
Rugeley power station B,52.756,-1.916
Hawke's Bay Wind Farm,-39.1839,176.693
Hinkley Point C nuclear power station,51.209,-3.127
Titan Wind Project,44.5161,-99.2017
Aratiatia,-38.6158,176.143
Shintoyone Dam,35.1258,137.761
Aburagi Dam,33.5558,130.894
Fujiwara Dam,36.8044,139.037
Tamahara Dam,36.7747,139.063
Honna Dam,37.4411,139.493
Klondike Wind Farm,45.58,-120.61
Katakado Dam,37.5644,139.762
Yanaizu Dam,37.5189,139.707
Miyashita Dam,37.4628,139.629
Taki Dam,37.3869,139.384
Uwada Dam,37.4831,139.537
Biggesee Dam,51.1103,7.89583
Bell Bend Nuclear Power Plant,41.0833,-76.15
Agios Dimitrios Power Station,40.3938,21.9251
Elland Power Station,53.6943,-1.82277
Sherbino Wind Farm,30.811,-102.362
Chania Power Station,35.4884,24.0387
Pécs Power Station,46.0631,18.2639
Fierza Hydroelectric Power Station,42.2514,20.0431
Komani Hydroelectric Power Station,42.1064,19.8269
Fier Power Station,40.7011,19.5511
Shamb Hydro Power Plant,39.4369,46.15
Spandaryan Hydro Power Plant,39.6494,45.85
Tatev Hydroelectric Power Station,39.4275,46.3708
Kanaker Hydro Power Plant,40.2226,44.5133
Gyumush Hydro Power Plant,40.3788,44.6079
Atarbekyan Hydro Power Plant,40.5078,44.7624
Arzni Hydro Power Plant,40.2937,44.5894
Lori 1 Wind Farm,40.9115,44.4314
Vau i Dejës Hydroelectric Power Station,42.0136,19.6358
Pha Lai Power Plant,21.1155,106.309
Khmelnytskyi Nuclear Power Plant,50.3014,26.6497
Smolensk Nuclear Power Plant,54.1692,33.2466
Rodney Power Station,-36.6433,174.485
Mokihunui Hydro,-41.5167,171.933
Matiri Project,-41.6619,172.334
Kardjali Hydro Power Plant,41.6333,25.34
Murgash Wind Farm,42.8303,23.6653
Sestrimo Hydro Power Plant,42.2078,23.9156
Teshel Hydro Power Plant,41.6636,24.3408
Belmeken Hydro Power Plant,42.1994,23.8583
Chaira Hydro Power Plant,42.1589,23.8708
Devin Hydro Power Plant,41.7203,24.425
Krichim Hydro Power Plant,41.9922,24.4686
Momina Klisura Hydro Power Plant,42.2319,23.9494
Orphey Hydro Power Plant,41.9425,24.4522
Peshtera Hydro Power Plant,42.0167,24.2558
Tsankov Kamak Hydroelectric Power Plant,41.9406,24.4475
Aleko Hydro Power Plant,42.1192,24.2889
Velebit Pumped Storage Power Plant,44.2081,15.7536
Ladzhanuri Dam,42.5894,42.8517
Scout Moor Wind Farm,53.6594,-2.25194
Canyon Ferry Dam,46.6483,-111.728
Tilbury power stations,51.4549,0.391677
Centralia Big Hanaford power plant,46.7556,-122.86
Kiambere Hydro Power Plant,-0.596667,37.8864
Turkwel Hydro Power Plant,1.91667,35.3417
Tuzla Power Plant,44.52,18.6061
North Tees A B & C Power Stations,54.587,-1.263
Harduaganj,28.0175,78.13
Drakensberg Pumped Storage Scheme,-28.5731,29.0869
Rihand Dam,24.2025,83.0081
Milford Wind,38.5622,-112.938
Awhitu Wind Farm,-37.2667,174.667
Bukhtarma Hydroelectriс Power Plant,49.6611,83.3478
Shulbinsk Hydro Power Plant,50.4,81.0708
Ust-Kamenogorsk Hydro Power Plant,49.8997,82.7183
Kambarata-2,41.7739,73.3311
Shamaldysai Hydro Power Plant,41.3117,72.1911
Tash-Kumyr Hydro Power Plant,41.4036,72.2319
Uch-Kurgansk Hydro Power Plant,41.1878,72.1606
Ķegums Hydro Power Plant,56.7401,24.7105
Daugavpils hydroelectric power station,55.8714,26.625
Carrington Power Station,53.4358,-2.41089
Barton Power Station,53.473,-2.34881
Birchills Power Station,52.5961,-1.99778
Ohaaki Power Station,-38.5269,176.292
Poihipi Power Station,-38.6303,176.042
Rotokawa Power Station,-38.6119,176.193
Coleridge Power Station,-43.3642,171.527
Blackburn Meadows Power Station,53.4181,-1.40485
Brockton Brightfield,42.075,-71.0133
Victor J. Daniel Electric Generating Plant,30.53,-88.5561
Mount Storm Power Plant,39.2008,-79.2628
Grand Falls generating station,47.0514,-67.74
High Marnham Power Station,53.229,-0.792565
Karapiro Power Station,-37.9239,175.539
Ince Power Station,53.2782,-2.8083
Arnold Power Station,-42.529,171.411
Puketiro Wind Farm,-41.1,174.9
Hartshead Power Station,53.4913,-2.04518
Martin Next Generation Solar Energy Center,27.053,-80.55
Mount Storm Wind Farm,39.2244,-79.2042
Titiokura/Te Waka Wind Farm,-39.2056,176.687
Nga Awa Purua Power Station,-38.6119,176.193
Seal Sands Power Station,54.6067,-1.20268
Teesside Energy-from-Waste plant,54.5958,-1.25833
Berwick-upon-Tweed Power Station,55.7667,-2.00476
Close Power Station,54.965,-1.614
Horden Power Station,54.7683,-1.31453
Philadelphia Power Station,54.8617,-1.4812
Sunderland Power Station,54.9116,-1.39632
Charles P. Crane Generating Station,39.3236,-76.3664
Manors Power Station,54.971,-1.606
Brandon Shores Generating Station,39.1814,-76.5378
Rototuna Wind Farm,-36.25,174.03
Muskingum River Power Plant,39.5883,-81.6825
Indian Mesa Wind Farm,36.3183,-101.434
Delaware Mountain Wind Farm,31.7342,-104.764
Darbandikhan Dam,35.1128,45.7064
Thor Cogeneration Power Station,54.6031,-1.20275
Cobb Power Station,-41.1036,172.688
Herbert A. Wagner Generating Station,39.1786,-76.5269
AES Hawaii Power Plant,21.3033,-158.106
Koradi Thermal Power Station,21.2489,79.0989
Tanner's Creek Generating Station,39.0814,-84.8608
Lukoml power station,54.6809,29.1348
Barcaldine Power Station,-23.5525,145.314
Rostov Nuclear Power Plant,47.5993,42.3719
Hackberry Wind Project,32.8242,-99.2783
Siadar Wave Power Station,58.3358,-6.7856
Warrick Generating Station,37.9147,-87.3336
Mammoth Pool Dam,37.3231,-119.316
Pandon Dene Power Station,54.97,-1.60321
Sendou power station,14.6891,-17.2176
Whirinaki Power Station,-39.3761,176.893
Zhinvali Dam,42.135,44.7722
Eurus Wind Farm,16.5403,-94.9539
Zipingpu Dam,31.0353,103.574
Medupi Power Station,-23.7,27.55
Braes of Doune Wind Farm,56.2761,-4.0625
Sylvenstein Dam,47.5778,11.5411
Michigan City Generating Station,41.7211,-86.9097
Embalse de Salime,43.2361,-6.84778
BARD Offshore 1,54.36,5.98
Borkum Riffgat,53.69,6.48
Trillium Power Wind 1,43.84,-76.69
Fife Power Station,56.1689,-3.30611
Monticello Steam Electric Station,33.0911,-95.0381
Innogy Nordsee 1-2-3,53.979,6.814
Hams Hall Power Station,52.5246,-1.70518
Lynn and Inner Dowsing Wind Farm,53.1275,0.436111
F. B. Culley Generating Station,37.9092,-87.325
Chadderton A & B power stations,53.5316,-2.16591
Raozan Thermal Power Station,22.4597,91.9789
Stuart Street Power Station,53.4858,-2.19286
Buffalo Gap Wind Farm,32.3106,-100.149
R. Gallagher Generating Station,38.2636,-85.8378
Castle Donington Power Station,52.8478,-1.35851
Consett Power Station,54.8501,-1.8489
Doncaster Power Station,53.5242,-1.1462
Kambaratinsk Dam,41.7839,73.4772
Westwood Power Station,53.5382,-2.62765
Hadyard Hill Wind Farm,55.2458,-4.72306
Black Law Wind Farm,55.7669,-3.73889
Farr Wind Farm,57.325,-4.09417
Brunner Island Steam Electric Station,40.0956,-76.6969
Perry K. Generating Station,39.7628,-86.1669
Windy Point/Windy Flats,45.7419,-120.726
St. Leon Wind Farm,49.3603,-98.5375
Lambton Generating Station,42.7972,-82.4694
Blackwall Point Power Station,51.4978,0.0115
Woolwich Power Station,51.4944,0.0657
Trawsfynydd nuclear power station,52.9249,-3.94844
Rengali Dam,21.2767,85.0325
Acton Lane Power Station,51.5305,-0.2559
Capricorn Ridge Wind Farm,31.903,-100.901
Taylors Lane Power Station,51.546,-0.2575
Kingston Power Station London,51.4154,-0.3061
Hackney Power Station,51.5587,-0.0401
Portrack Incinerator,54.5712,-1.26679
Stepney Power Station,51.5096,-0.0345
Bujagali Dam,0.4975,33.14
North Blyth Biomass Project,55.1381,-1.51528
Bulls Bridge Power Station,51.502,-0.409
Northfleet Power Station,51.445,0.347
Murum Dam,2.64667,114.366
Belleville Nuclear Power Plant,47.5097,2.875
Dampierre Nuclear Power Plant,47.7331,2.51667
Sodium Reactor Experiment,34.2353,-118.708
Atiamuri Power Station,-38.393,176.023
Kiira Power Station,0.45,33.1856
Boise River Diversion Dam,43.5375,-116.093
Maraetai Power Station,-38.3525,175.744
Arapuni Power Station,-38.0714,175.643
Southdown Power Station,-36.9276,174.827
New Hogan Dam,38.1508,-120.813
Meremere Power Station,-37.3142,175.068
Baltic 1,54.61,12.65
Peace Canyon Dam,55.9819,-121.994
Whakamaru Power Station,-38.4196,175.808
Sihwa Lake Tidal Power Station,37.3131,126.613
Belwind,51.66,2.8
Ohau A,-44.2644,170.032
Ohau C,-44.3419,170.182
Ohau B,-44.2994,170.112
Covaci Solar Park,45.9106,21.1642
Greifswald Power Station,54.1406,13.6644
Somerset Power Plant,41.7378,-71.145
Coopers Gap Wind Farm,-26.745,151.485
Nyagak Power Station,2.43111,30.9744
Reefton Power Station,-42.1215,171.87
Samanalawewa Dam,6.68,80.7983
State Line Generating Plant,41.7075,-87.5211
Rauhalahti Power Station,62.2356,25.8139
Abitibi Canyon Generating Station,49.8778,-81.5708
Otter Rapids Generating Station,50.1836,-81.6361
New Exchequer Dam,37.5861,-120.269
Alpha Ventus,54.0167,6.6
El Cajón Dam,15.0797,-87.5589
Fangjiashan Nuclear Power Plant,30.4413,120.942
Bilibino Nuclear Power Plant,68.0503,166.539
Gode Wind Farm,54.05,7.03
Darlington Power Station,54.5285,-1.5456
Sangtuda 1 Hydroelectric Power Plant,38.045,69.0583
Shams I,23.5694,53.7139
Cambambe Power Station,-9.75,14.4833
Gilgel Gibe I Power Station,7.83139,37.3217
Kafue Gorge Upper Power Station,-15.8083,28.4208
Valle Solar Power Station,36.6611,-5.83889
DanTysk,55.14,7.2
Merom Generating Station,39.0678,-87.5114
Harding Street Station,39.7094,-86.1967
Ningde Nuclear Power Plant,27.045,120.283
Archer Point Wind Farm,-15.58,145.31
Boguchany Dam,58.6947,99.1489
Myponga Wind Farm,-35.4,138.455
Big Bend Power Station,27.7958,-82.4036
Buseruka Power Station,1.555,31.15
Avtovo TEC-15,59.8701,30.2869
Idriss I Dam,34.1614,-4.74917
Shihmen Dam (石門水庫),24.8106,121.244
Kashira Power Plant,54.8581,38.2597
Panther Creek Wind Farm,31.9686,-99.9017
Teesport Renewable Energy Plant,54.5975,-1.1703
Whinfield Power Station,54.9177,-1.76472
Olmedilla Photovoltaic Park,39.6286,-2.07694
Ivanpah Solar Electric Generating System,35.57,-115.47
Horns Rev 2,55.6,7.59
Lakvijaya Power Station,8.01667,79.7233
Whiskeytown Dam,40.5994,-123.541
Canal Generating Plant,41.7706,-70.5094
Hambantota Wind Farm,6.14611,81.1131
Arnot Power Station,-25.9438,29.7896
Camden Power Station,-26.6203,30.0939
Komati Power Station,-26.09,29.4719
Kriel Power Station,-26.2542,29.1794
Majuba Power Station,-27.1006,29.7714
Matimba Power Station,-23.6683,27.6106
Matla Power Station,-26.2825,29.1408
Tutuka Power Station,-26.7786,29.3519
Acaray Dam,-25.4594,-54.6292
Barrage Daniel-Johnson,50.6467,-68.7244
Meaford Power Station,52.9257,-2.1665
Oakey Power Station,-27.4186,151.68
Adıgüzel Dam,38.1583,29.2056
Orlando Power Station,-26.2539,27.925
Tres Amigas SuperStation,34.4,-103.083
Tocoma Dam,7.90694,-63.0264
Gilgel Gibe III Dam,6.84722,37.3014
Söse Dam,51.7392,10.3261
Ahai Dam,27.3506,100.506
Wippra Dam,51.5697,11.2528
Binga Hydroelectric Plant,16.4,120.725
Pantabangan Dam,15.8144,121.108
Caliraya Dam,14.2883,121.501
Burshtyn TES,49.2104,24.6665
Dabhol Power Station,17.5597,73.1664
DeSoto Next Generation Solar Energy Center,27.3167,-81.8
Alpaslan-1 Dam,39.0465,41.8176
Atasu Dam,40.8561,39.6994
Gura Ialomiţei Solar Park,44.7,27.8167
Lincs Wind Farm,53.1833,0.483333
Gunfleet Sands Offshore Wind Farm,51.7394,1.17444
Langley Park Wind Farm,54.795,-1.6672
West Durham Wind Farm,54.768,-1.8216
Bahçelik Dam,38.6764,36.2911
Ecker Dam,51.8356,10.5875
Blyth Harbour Wind Farm,55.1222,-1.49027
Blyth Offshore Wind Farm,55.1358,-1.49028
Trimdon Grange Wind Farm,54.713,-1.41944
Blayais Nuclear Power Plant,45.2558,-0.693056
Buksefjord hydroelectric power plant,63.9211,-50.8906
Holmside Hall Wind Farm,54.8472,-1.68694
Great Eppleton Wind Farm,54.8331,-1.42944
Narva Dam,59.3678,28.2106
Fuqing Nuclear Power Plant,25.4458,119.447
Changjiang Nuclear Power Plant,19.4597,108.899
Paute Dam,-2.58611,-78.5583
Danskammer Generating Station,41.5728,-73.9647
Golden Hills Wind Project,45.5892,-120.737
Mingtan Dam,23.8364,120.868
Brechfa Forest Wind Farm,51.9833,-4.16389
Alltwalis Wind Farm,51.9733,-4.25083
James M. Barry Electric Generating Plant,31.0061,-88.0111
Wakefield Power Station,53.6737,-1.47355
Loharinag Pala Hydro Power Project,30.8183,78.6181
NTPC Ltd. Ramagundam,18.755,79.4561
Lieberose Photovoltaic Park,51.9319,14.4072
Borçka Dam,41.3497,41.6878
