name,latitude,longitude
Zernek Dam,38.3553,43.6567
Çatalan Dam,37.1983,35.2825
Derbent Dam,41.4611,35.8417
Dim Dam,36.5508,32.1394
Deriner Dam,41.1697,41.8703
Ermenek Dam,36.5682,32.965
Kığı Dam,39.3683,40.3519
Kürtün Dam,40.6817,39.1275
Kuzgun Dam,40.1858,41.0642
Muratlı Dam,41.4683,41.7133
Obruk Dam,40.7703,34.7881
Özlüce Dam,39.1297,40.0878
Torul Dam,40.6353,39.2311
Uzunçayır Dam,38.9828,39.5308
Tianshengqiao-I Dam,24.9414,105.107
Hanasaari Power Plant,60.1817,24.9667
Iran–Turkmenistan Friendship Dam,35.9486,61.1633
Colongra Gas Generation Plant,-33.2106,151.542
Oker Dam,51.8414,10.4528
Oder Dam,51.6506,10.5158
Capital Wind Farm,-35.1458,149.567
Cullerin Range Wind Farm,-34.814,149.396
Svartsengi Power Station,63.8786,-22.4328
Krafla Power Station,65.7039,-16.7731
Hellisheiði Power Station,64.0372,-21.4008
Reykjanes Power Station,63.8264,-22.6819
Kislaya Guba Tidal Power Station,69.3769,33.0758
Ormonde Wind Farm,54.1,-3.4
Donghai Bridge Wind Farm,30.77,121.994
Lower Baker Dam,48.5475,-121.741
Kelvin Power Station,-26.1161,28.1939
Colenso Power Station,-28.7308,29.8267
Yangjiang Nuclear Power Station,21.7083,112.261
Winscales Moor Wind Farm,54.64,-3.49694
Boundary Dam Power Station,49.0964,-103.03
Shand Power Station,49.0883,-102.864
Queen Elizabeth Power Station,52.0953,-106.706
Poplar River Power Station,49.0575,-105.483
Ngatamariki Power Station,-38.5472,176.196
Nipawin Hydroelectric Station,53.3197,-104.042
Jaitapur Nuclear Power Project,16.5833,73.325
Guodian Beilun Power Station,29.9436,121.816
Waigaoqiao Power Station,31.3558,121.598
Zouxian Power Station,36.1136,120.328
Huaneng Yingkou Power Station,40.3047,122.105
Surgut-2 Power Station,61.2794,73.5125
Kisiizi Power Station,-0.995556,29.9625
Garves Wind Farm,55.1531,-6.45472
Shuibuya Dam,30.4417,110.361
Strasskirchen Solar Park,48.8161,12.7314
Puertollano Photovoltaic Park,38.6217,-3.97472
Incheon Tidal Power Station,37.4967,126.342
Pates Hill Wind Farm,55.8089,-3.59917
Anegasaki Power Station,35.485,140.017
Kawagoe Power Station,35.0069,136.689
Kashima Power Station,35.8797,140.689
Padiham Power Station,53.7963,-2.33952
Uljin Nuclear Power Plant,37.0928,129.384
Yeonggwang Nuclear Power Plant,35.415,126.424
Athlone Power Station,-33.9489,18.5136
Stockton Hydro Scheme,-41.6103,171.88
Tororo Power Station,0.639167,34.1225
Northampton Power Station,52.2312,-0.88577
Alholmens Kraft Power Station,63.7019,22.7097
Kakira Power Station,0.508889,33.29
Yeywa Dam,21.6889,96.4214
Bugala Power Station,-0.31,32.215
Sodegaura Power Station,35.4625,139.977
Macarthur Wind Farm,-38.04,142.025
Moran Dam,50.9239,-121.87
Peñitas Dam,17.4461,-93.4583
Suizhong Power Station,40.0794,120.008
Hoosier Wind Farm,40.6,-87.32
Masjed Soleyman Dam,32.0278,49.4003
Trenton Channel Power Plant,42.1222,-83.1814
Wayang Windu Geothermal Power Station,-7.2,107.625
Toppila Power Station,65.0369,25.4881
Shatura Power Station,55.5833,39.5611
E.B. Campbell Dam
Jiangxia Tidal Power Station,28.3428,121.24
Chita Thermal Power Station,34.9867,136.844
Coteau Creek Hydroelectric Station,51.275,-106.873
Burrard Generating Station,49.2989,-122.89
Futtsu Power Station,35.3431,139.834
Surgut-1 Power Station,61.2794,73.4889
Hwange Thermal Power Station,-18.3834,26.47
Amir Kabir Dam,35.9564,51.0906
Hirono Power Station,37.2383,141.018
Ryazan Power Station,54.0344,39.7775
Brandon Generating Station,49.8453,-99.8892
Luhansk power station,48.7478,39.2624
Kurakhovka power station,47.9954,37.2371
Myronivsky power station,48.4806,38.2897
Sievierodonetsk Power Station,48.9375,38.4528
Cliff Quay Power Station,52.0358,1.1579
Hòa Bình Dam,20.8083,105.324
Cahora Bassa Dam,-15.5858,32.7047
Mpanga Power Station,0.0811111,30.3811
Castle Meads Power Station,51.8674,-2.2584
Exeter Power Station,50.7157,-3.5297
Amercentrale,51.7094,4.84333
Beatrice Wind Farm,58.13,-3.07
Sobradinho Dam,-9.43167,-40.8278
Dibang Dam,28.3375,95.7708
Hayle Power Station,50.1922,-5.4297
Karuma Power Station,2.24306,32.245
Goldisthal Pumped Storage Station,50.5072,11.005
Cory Cogeneration Station,52.0936,-106.868
Landis Power Station,52.1992,-108.452
Darkhovin Nuclear Power Plant,30.7078,48.38
Meadow Lake Power Station,54.1306,-108.423
Selkirk Generating Station,50.1422,-96.8842
Lennox Generating Station,44.1461,-76.8525
Shahid Rajaee Dam,36.2488,53.2424
Siah Bishe Pumped Storage Power Plant,36.2178,51.305
Rudbar Lorestan Dam,32.9039,49.6842
Seimare Dam,33.2911,47.1986
Upper Gotvand Dam,32.2661,48.9358
Khoda Afarin Dam,39.1597,46.9347
Gavoshan Dam,34.9633,46.9944
Binalood wind farm,35.9919,59.3883
Darling Wind Farm,-33.3169,18.2594
Sundance Power Station A & B,53.5075,-114.557
Burnside Combustion Turbine,44.715,-63.6097
Point Aconi Generating Station,46.3216,-60.33
Lough Ree Power Station,53.6744,-7.98389
West Offaly Power Station,53.2728,-8.03889
Alvarado I,38.8269,-6.82611
Eston Grange Power Project,54.579,-1.161
Bangui Wind farm,18.5278,120.714
Sual Power Station,16.125,120.101
Oyan River Dam,7.25833,3.25556
Avedøre Power Station,55.6028,12.4792
Isimba Power Station,0.94,32.965
Point Tupper Generating Station,45.5869,-61.3481
Tilaiya Dam,24.3239,85.5211
Panoche Valley Solar Farm,36.62,-120.87
Anholt Offshore Wind Farm,56.6,11.21
Beauharnois Hydroelectric Generating Station,45.3139,-73.9089
La Grange Dam,37.6719,-120.444
Osório wind farm,-29.9181,-50.3122
Singrauli,24.1052,82.7064
FarakkaSuper Thermal Power Station,24.7725,87.8942
Salmon Creek Dam Alaska,58.3417,-134.401
Nordsee-Ost offshore wind farm,54.44,7.68
Holaniku at Keahole Point,19.715,-156.035
Delhi Dam,42.4078,-91.3453
Alta Wind Energy Center,35.0211,-118.321
Cruachan Dam,56.4064,-5.11306
Sampur Coal Power Station,8.48611,81.3
San Gabriel Dam,34.2056,-117.859
Dulcinea Solar Plant,39.6583,-2.80306
La Magascona photovoltaic power station,39.4342,-5.93889
Ramagundam B Thermal Power Station,18.755,79.4561
Arnedo Solar Plant,42.2694,-1.69333
Kothagudem Thermal Power Station,17.62,80.69
Dr Narla Tata Rao Thermal Power Station,14.49,78.98
Rayalaseema Thermal Power Station,14.7,78.46
Manic-1 generating station,49.1914,-68.3294
McCormick generating station,49.1931,-68.3269
Outardes-2 generating station,49.1508,-68.3897
Outardes-3,49.5625,-68.7522
Outardes-4 generating station,49.7056,-68.9058
Spy Hill Power Plant,50.6186,-101.687
Esbjerg Power Station,55.4546,8.45531
Nordjylland Power Station,57.075,10.0394
Ukai Thermal Power Station,21.2101,73.5573
Sikka Thermal Power Station,22.421,69.828
Kakatiya Thermal Power Station,18.3875,79.8394
Sfântu Gheorghe Solar Park,45.85,25.7833
Satu Mare Solar Park,47.7833,22.8833
Halânga Power Station,44.6767,22.685
Zangmu Dam,29.185,92.5167
Fyn Power Station,55.4298,10.411
Asnæs Power Station,55.6613,11.0789
Studstrup Power Station,56.2502,10.3448
Ensted Power Station,55.0207,9.44208
Farkhad Dam,40.2219,69.1614
Orkney Wave Power Station,58.9367,-2.74389
Sagunto Power Station,39.6428,-0.232778
Kannagawa Hydropower Plant,36.005,138.652
Huizhou Pumped-storage Power Station,23.2686,114.314
Mishor Rotem Power Station,31.0553,35.1844
Uldolmok Tidal Power Station,34.5683,126.308
Finsterwalde Solar Park,51.5686,13.7375
Köthen Solar Park,51.7258,11.9739
Nazarovo power station,56.0372,90.3475
Montalto di Castro,42.36,11.5219
Lucainena de las Torres Photovoltaic Power Station,37.014,-2.178
Abertura Photovoltaic Power Station,39.226,-5.779
Calasparra Photovoltaic Power Plant,38.261,-1.681
Blythe Solar Power Project,33.65,-114.72
Calico Solar Energy Project,34.7833,-116.367
Imperial Valley Solar Project,32.7761,-115.881
Intermountain Power Plant,39.5075,-112.58
Bokaro Thermal Power Station B,23.7853,85.88
Durgapur,23.5311,87.2503
Mejia,23.4603,87.1347
Rihand,24.0267,82.79
Sarnia Solar,42.9378,-82.3417
Ust-Ilimsk Dam,57.9678,102.694
Irkutsk Dam,52.2428,104.329
Ilha Solteira Dam,-20.3828,-51.3622
Xingó Dam,-9.62056,-37.7928
Irganai Dam,42.7452,46.8316
Luiz Gonzaga Dam,-9.14389,-38.3133
Paulo Afonso Hydroelectric Complex,-9.39694,-38.2022
Governor José Richa Dam,-25.5433,-53.4967
Salto Osório Dam,-25.535,-53.0092
Salto Santiago Dam,-25.6178,-52.6133
Governor Ney Braga de Barros Dam,-25.7931,-52.1131
Churchill Falls Generating Station,53.5287,-63.9659
Governor Bento Munhoz da Rocha Netto Dam,-26.0094,-51.6667
Itá Dam,-27.2772,-52.3833
Lindhurst Wind Farm,53.1161,-1.14667
Machadinho Dam,-27.5253,-51.7853
Barra Grande Dam,-27.7767,-51.1897
Engineer Sérgio Motta (Porto Primavera)  Dam,-22.4753,-52.9583
Bersimis-1 generating station,49.2958,-69.5508
Crivina Power Station,45.0338,21.816
Itumbiara Dam,-18.4078,-49.0983
Serra da Mesa Dam,-13.8342,-48.3044
Marimbondo Dam,-20.3039,-49.1978
Luiz Barreto Dam,-20.1531,-47.2794
Engineer Souza Dias (Jupiá) Dam,-20.7778,-51.6292
Água Vermelha Dam,-19.8653,-50.3467
São Simão Dam,-19.0192,-50.5003
Emborcação Dam,-18.4469,-47.9864
Rutenberg Power Station,31.6275,34.5161
Kanungu Power Station,-0.930556,29.7311
Coal Clough Wind Farm,53.749,-2.152
Prairie State Energy Campus,38.2778,-89.6678
Bersimis-2 generating station,49.1753,-69.2292
Crystal Rig Wind Farm,55.9,-2.55
Encina Power Station,33.1364,-117.337
Beles Hydroelectric Power Plant,11.8194,36.9189
Três Marias Dam,-18.2142,-45.2628
Marmelos Zero Power Plant,-21.7867,-43.3083
Al Wahda Dam,34.5983,-5.1975
Namanve Power Station,0.3825,32.6786
Niederamt Nuclear Power Plant (KKN),47.3659,7.97422
Tinaroo Hydro Power Station,-17.1636,145.547
Majalgaon Dam,19.1505,76.1816
Karlshamn Power Station,56.1522,14.8325
Dalhousie Generating Station,48.0519,-66.3708
Belledune Generating Station,47.906,-65.8635
Solnova Solar Power Station,37.3667,-6.2
Połaniec Power Station,50.4374,21.3371
Braemar Power Station,-27.11,150.905
New Don Pedro Dam,37.6994,-120.421
Kielce Power Station,50.8978,20.6167
Dolna Odra Power Station,53.2078,14.4672
Triton Knoll Wind Farm,53.4,0.9
Docking Shoal Wind Farm,53.154,0.753
Santiago Dam,33.7861,-117.725
Wabamun Generating Station,53.5583,-114.488
Rzeszów Power Station,50.0642,22.0303
Victoria Falls Power Station,-17.9308,25.8603
TE Rijeka,45.2861,14.5206
Katowice Power Station,50.2856,19.0539
Race Bank Wind Farm,53.275,0.833333
Rovigo Photovoltaic Power Plant,45.0358,11.5722
Streator Cayuga Ridge South Wind Farm,40.9556,-88.4817
Łaziska Power Station,50.1336,18.8414
Gdańsk Power Station,54.3783,18.6417
Story County Wind Farm,42.0606,-93.2706
Żerań Power Station,52.2944,20.9936
Sevilla Photovoltaic Power Plant,37.4217,-6.25694
Siekierki Power Station,52.1881,21.09
Big Sandy Power Plant,38.1722,-82.6175
Blythe Solar Power Project,33.59,-114.74
Coleman Station,37.9,-86.79
E. W. Brown Generating Station,37.78,-84.71
William C. Dale Power Station,37.88,-84.26
John Sherman Cooper Power Station,36.99,-84.59
Tyrone Generating Station,38.04,-84.84
Shawnee Fossil Plant,37.15,-88.77
Ghent Generating Station,38.7542,-85.0214
Mill Creek Generating Station,38.05,-85.91
Trimble County Generating Station,38.58,-85.41
Hugh L. Spurlock Generating Station,38.69,-83.81
East Bend Generating Station,38.9,-84.85
Elmer Smith Power Plant,37.79,-87.06
Green River Generating Station,37.3642,-87.1228
Robert D. Green Generating Station,37.64,-87.5
Robert Reid Power Station,37.64,-87.5
Cane Run Station,38.17,-85.87
Henderson Station One,37.84,-87.59
Paradise Fossil Plant,37.25,-86.97
D.B. Wilson Generating Station,37.45,-87.08
Ohio Falls Station,38.2,-85.87
Neurath Power Station,51.0375,6.61611
Łagisza Power Station,50.3492,19.1444
Taishan Nuclear Power Plant,21.9178,112.982
Ostrołęka Power Station,53.1036,21.6125
Copper Mountain Solar Facility,35.7833,-114.992
Wyandot Solar Facility,40.8803,-83.3158
Gongboxia Dam,35.8775,102.228
El Dorado Solar Power Plant,35.7853,-114.997
Dickson Dam,52.0517,-114.219
Penzhin Tidal Power Plant,61.0,162.0
Pianu Solar Park,45.9333,23.4833
Borş Solar Park,47.1167,21.8167
Târgu Jiu Solar Park,45.0333,23.2667
Avram Iancu Solar Park,46.55,21.85
Idamalayar Dam,10.2217,76.7058
Ciorani Solar Park,44.8333,26.4
Thermal Power Plant 27,55.9161,37.6878
Sochi Thermal Power Plant,43.5947,39.7544
Kaniv Hydroelectric Station,49.7665,31.4717
Billingham Biomass Power Station,54.587,-1.261
Tyne Renewable Energy Plant,54.989,-1.459
BEI-Teesside power station,54.584,-1.215
F-1,55.7961,37.4786
Rice Solar Energy Project,34.0667,-114.808
Kölnbrein Dam,47.0792,13.3392
Sơn La Dam,21.4964,103.995
Aswan Low Dam,24.0339,32.8658
Simplício Hydroelectric Complex,-22.0342,-43.0008
Gulf Wind Farm,27.0878,-97.5894
Yele Dam,28.9197,102.22
Tianhuangping Pumped Storage Power Station,30.4703,119.606
El Vado Dam,36.5947,-106.733
Shuikou Dam,26.3031,118.812
Shuangjiangkou Dam,31.7914,101.934
Shisanling Pumped Storage Power Station,40.2556,116.269
Shapai Dam,31.3108,103.691
Sirindhorn Dam,15.2063,105.429
Mianhuatan Dam,24.6611,116.596
Longyangxia Dam,36.1222,100.918
Hongjiadu Dam,26.8697,105.859
Liuxihe Dam,23.7497,113.769
Guangzhao Dam,25.9594,105.251
Zeya Dam,53.7692,127.306
Dahuashui Dam,26.8239,107.265
Ankang Dam,32.6042,108.893
Dachaoshan Dam,24.0244,100.369
Jinghong Dam,22.0525,100.766
Lijiaxia Dam,36.1183,101.808
Sanbanxi Dam,26.6058,109.048
Dagangshan Dam,29.4486,102.219
Jiangpinghe Dam,29.7447,110.368
Baishan Dam,42.7264,127.224
Fengman Dam,43.7194,126.689
Changheba Dam,30.4036,102.119
Guanyinyan Dam,26.5214,101.438
Jishixia Dam,35.8283,102.706
Vikna Wind Farm,64.88,10.9464
Jinanqiao Dam,26.8089,100.446
Liyuan Dam,27.6617,100.29
Ludila Dam,26.1894,100.772
Pengshui Dam,29.2006,108.197
Silin Dam,27.8022,108.186
SPEX,38.8906,-6.28528
Yantan Dam,24.0406,107.512
Xianning Nuclear Power Plant,29.66,114.67
Wuqiangxi Dam,28.7758,110.924
Wujiangdu Dam,27.3194,106.761
Chirkey Dam,42.9769,46.8711
REK Bitola,41.0581,21.4833
Nizhnekamsk Dam,55.6994,52.2783
Pavlovka Dam,55.4178,56.5336
Votkinsk Hydroelectric Station,56.7908,54.0894
Ivaylovgrad Dam,41.5339,26.1075
Charanka Solar Park
Krasnoklutchevskaya Dam,55.3833,56.65
Martin Dam,32.6803,-85.9108
Upper Baker Dam,48.6489,-121.691
Ubolratana Dam,16.7754,102.618
Sweetwater Dam,32.6914,-117.008
Bridge Canyon Dam,35.8147,-113.567
Chicoasén Dam,16.9417,-93.1006
Malpaso Dam,17.1786,-93.5983
Infiernillo Dam,18.2731,-101.893
Lianghekou Dam,30.1628,101.014
Aras Dam,39.0911,45.4022
Angostura Dam,16.4017,-92.7786
Danjiangkou Dam,32.5561,111.488
Baksan hydroelectric power station,43.6551,43.3969
Mesquite Solar project,33.3333,-112.917
Vojany Power Station,48.5536,21.9781
Santo Antônio Dam,-8.80167,-63.9508
Takoradi Power Station,4.97167,-1.65722
Valley Power Peaking Facility,-38.2535,146.589
Qorlortorsuaq Dam,60.7794,-45.2394
Catawba Nuclear Station,35.0517,-81.07
Techi Dam,24.2553,121.168
West of Duddon Sands Wind Farm,53.983,-3.463
Dudgeon Wind Farm,53.249,1.39
Longkaikou Dam,26.5325,100.416
Houziyan Dam,30.5461,102.058
Shatuo Dam,28.5017,108.482
Tingzikou Dam,31.8233,105.869
Humber Gateway Wind Farm,53.644,0.293
Zengwun Dam,23.2481,120.536
Westermost Rough Wind Farm,53.805,0.149
Walney Wind Farm,54.044,-3.522
Teesside Wind Farm,54.648,-1.095
Seminoe Dam,42.1558,-106.908
Cowes Power Station,50.7459,-1.2864
Mátra Power Plant,47.7903,20.0625
Álvaro Obregón Dam,27.8225,-109.893
Sirikit Dam,17.7639,100.563
Srinagarind Dam,14.4086,99.1283
Cochrane Dam,47.5531,-111.149
Papalote Creek Wind Farm,27.98,-97.3911
Bugoye Power Station,0.3,30.1006
Gleno Dam,46.0161,10.0747
Xinfengjiang Dam,23.7272,114.649
Craig Goch Dam,52.3047,-3.62389
Tuoketuo Power Station,40.1969,111.364
Akkuyu Nuclear Power Plant,36.1444,33.5411
Kaipara Tidal Power Station,-36.4167,174.167
Pensacola Dam,36.4719,-95.0325
Itupararanga Dam,-23.612,-47.3972
Fessenheim Nuclear Power Plant,47.9031,7.56304
McKee Power Station,-39.0886,174.334
Crystal Lake Wind Farm,43.2292,-93.8411
Zagorsk Pumped Storage Station,56.4817,38.1911
Boysen Dam,43.4172,-108.177
Muzizi Power Station,0.965,30.545
Kotmale Dam,7.06083,80.5972
Salvajina Dam,2.94139,-76.7064
Edenderry Power,53.2907,-7.08692
Sanmenxia Dam,34.8294,111.345
Viborg Power Station,56.4739,9.41511
Mortlake Power Station,-38.0667,142.8
La Esmeralda Dam,4.90083,-73.2969
Rasgirtas Power station,25.9369,51.5222
Kosovo A Power Station,42.6753,21.0833
Kosovo B Power Station,42.6956,21.05
Amyntaio Power Station,40.6193,21.6829
Den Brook Wind Farm,50.785,-3.863
T.B. Simon Power Plant,42.7176,-84.4844
Gwere-Luzira Power Station,3.67,31.7811
Bull Shoals Dam,36.3661,-92.5747
Imboulou Dam,-2.93472,16.1278
AES Jordan PSC,32.0867,36.1725
Ayago Power Station,2.36306,31.92
Waki Power Station,1.63444,31.1711
Jinping-I,28.1853,101.628
Chopwell Colliery,54.921,-1.823
Jinping-II,28.1283,101.791
South Shore Road power station,54.969,-1.595
Alpe Gera Dam,46.3144,9.94361
Miel I Dam,5.56056,-74.8867
Punchiná Dam,6.21083,-74.8406
Samuel B. Morris Dam,34.1747,-117.881
Kikagati Power Station,-1.03,30.68
Generating Station,54.4711,-66.6125
Porce III Dam,6.93861,-75.1386
Ituango Dam,7.13444,-75.6619
La Yesca Dam,21.1972,-104.096
Łódź II Heat Power Plant
Ramganga Dam,29.5194,78.7586
Ankerlig Power Station,-33.5922,18.4603
Dhekelia Power Station,34.9803,33.7458
Kribi Power Station,3.01,9.96
Tennyson Power Station,-27.5246,153.006
Barber Dam,43.5603,-116.122
Bradbury Dam,34.5828,-119.981
Imha Dam,36.5375,128.883
Andong Dam,36.5847,128.774
Daecheong Dam,36.4775,127.481
Soyang Dam,37.9456,127.814
Chungju Dam,37.0061,127.993
Rapel Dam,-34.0414,-71.5886
Castaic Power Plant,34.5873,-118.657
Shin-Takasegawa Pumped Storage Station,36.4739,137.69
Ōmachi Dam,36.5147,137.781
Five Channels Dam,44.4553,-83.6766
Alcona Dam,44.5619,-83.8044
Warsak Dam,34.1639,71.3581
Koteshwar Dam,30.2603,78.4981
Biomass Energy Centre,54.6658,-1.56333
Otori Dam,37.2147,139.214
Sidi Salem Dam,36.5906,9.39694
Mohamed V Dam,34.6631,-2.93833
Bin el Ouidane Dam,32.1067,-6.46361
Hassan I Dam,31.8144,-6.82278
Al Massira Dam,32.4753,-7.6375
Sere Wind Farm,-31.4969,18.0633
Sup'ung Dam,40.4619,124.963
Jinshuitan Dam,28.2125,119.536
Dongjiang Dam,25.8728,113.309
Nierji Dam,48.4919,124.527
Jilintai Dam,43.8611,82.8475
Tankeng Dam,28.1181,120.034
Baise Dam,23.9261,106.456
Chengbihe Dam,23.9517,106.639
Tengzigou Dam,30.0683,108.223
Baozhusi Dam,32.5197,105.61
Bikou Dam,32.7603,105.224
Bashan Dam,32.1031,108.462
Dongfeng Dam,26.8553,106.155
Dongqing Dam,25.3228,105.83
Dongping Dam,30.1411,109.622
Fengshuba Dam,24.4119,115.36
Guxian Dam,34.24,111.277
Yokosuka Thermal Power Station,35.2156,139.716
Hongkou Dam,26.8933,119.328
Huanglongtan Dam,32.6758,110.523
Hunanzhen Dam,28.6897,118.836
Jiangya Dam,29.5406,110.739
Jiudianxia Dam,34.9239,103.833
Fengtan Dam,28.7197,110.274
Longma Dam,22.8753,101.647
Longshou II Dam,38.7567,100.101
Malutang Dam,23.0169,104.744
Shiyazi Dam,28.6422,107.967
Shimenkan Dam,23.0217,101.499
Suofengying Dam,26.9692,106.372
Wawushan Dam,29.6728,103.037
Wudu Dam,31.9167,104.774
Wuluwati Dam,36.8244,79.4511
Yunfeng Dam,41.3808,126.514
Fort Gibson Dam,35.8697,-95.2304
Malitbog Geothermal Power Station,11.1519,124.649
Saint-Alban Nuclear Power Plant,45.4044,4.75528
H. C. Ørsted Power Station,55.6569,12.557
Svanemølle Power Station,55.7133,12.5881
Kepier power station,54.786,-1.562
Arecleoch Wind Farm,55.0533,-4.88222
Salina Pumped Storage Project,36.2653,-95.1042
Crescent Dunes Solar Energy Project,38.2333,-117.367
Agusan Hydroelectric Plant,8.35,124.767
Kinyara Power Station,1.63556,31.6056
Slieve Rushen Wind Farm,54.16,-7.62
Marsden A Power Station,-35.8755,174.468
Lugazi Power Station,0.38,32.945
Tauhara Power Station,-38.6681,176.151
Camanche Dam,38.2242,-121.023
Agua Caliente Solar Project,32.9667,-113.5
Pit No. 7 Dam,40.8481,-121.991
Pit No. 6 Dam,40.9231,-121.994
Iron Gate Dam,41.9339,-122.435
George F Weaton Power Station,40.6673,-80.3461
Tulloch Dam,37.8764,-120.605
Long Lake Dam,47.8372,-117.84
Okhotnykovo Solar Park,45.2389,33.5928
Keswick Dam,40.6119,-122.446
R. Paul Smith Power Station,39.5953,-77.8272
Canyon Dam,40.1733,-121.09
Mt Stuart Wind Farm,-46.0722,169.767
Mubuku I Power Station,0.318611,30.1
Mubuku III Power Station,0.263333,30.12
Nzizi Power Station,1.5,30.93
Alkumru Dam,37.9592,42.0928
Koldam,31.3831,76.8711
Pong Dam,31.9714,75.9467
Pelican Point Power Station,-34.7631,138.505
Ninh Thuận 1 Nuclear Power Plant,11.4133,108.975
Ninh Thuận 2 Nuclear Power Plant,11.6906,109.175
Amrumbank West,54.5,7.8
Rio Mesa Solar Electric Generating Facility,33.4583,-114.775
Hampton Wind Park,-33.6497,150.05
Taketoyo Thermal Power Station,34.845,136.962
West Seti Dam,29.3589,80.7711
Lechinţa Solar Park,47.0167,24.3333
Eggebek Solar Park,54.6294,9.34333
Sonoran Solar Project,33.2494,-112.537
Centinela Solar Energy Project,32.6819,-115.661
Gelantan Dam,22.7022,102.058
Yayangshan Dam,23.1014,101.395
Tukahe Dam,22.5725,102.294
Jufudu Dam,22.9031,101.773
Sardasht Dam,36.0803,45.5892
Fierbinţi Solar Park,44.6833,26.3833
Singureni Solar Park,44.2333,25.95
Daguangba Dam,19.0194,108.979
Gezhen Dam,19.1797,108.966
Niululing Dam,19.0072,110.196
Markersbach Pumped Storage Power Plant,50.5175,12.8806
Bad Creek Hydroelectric Station,35.0067,-82.9944
Bailianhe Pumped Storage Power Station,30.6017,115.449
Baoquan Pumped Storage Power Station,35.4678,113.471
Nyagak III Power Station,2.45,30.98
Entracque Power Plant,44.2247,7.38611
Coo-Trois-Ponts Hydroelectric Power Station,50.3867,5.85722
Heimifeng Pumped Storage Power Station,28.4597,113.01
Helms Pumped Storage Plant,37.0369,-118.965
Hohhot Pumped Storage Power Station,40.9872,111.688
Imaichi Dam,36.8253,139.666
Cirata Dam,-6.70056,107.367
Saguling Dam,-6.9125,107.366
Jatiluhur Dam,-6.52361,107.388
Jatigede Dam,-6.85639,108.095
Jixi Pumped Storage Power Station,30.1853,118.783
Minghu Dam,23.8544,120.87
Yulongyan Dam,27.1114,110.148
Hongshi Dam,42.9497,127.132
Linth–Limmern Power Stations,46.85,9.00083
Liyang Pumped Storage Power Station,31.2381,119.376
Matanoagawa Dam,35.2456,133.492
Okuyoshino Pumped Storage Power Station,34.1178,135.821
Presenzano Hydroelectric Plant,41.3814,14.0903
Roncovalgrande Hydroelectric Plant,46.0694,8.73194
Beatrice Power Station,40.3297,-96.8081
Mount Emerald Wind Farm,-17.1833,145.367
Upper Cisokan Pumped Storage Power Plant,-6.94778,107.219
Rocky Mountain Hydroelectric Plant,34.3556,-85.3039
Little Cheyne Court Wind Farm,50.9625,0.820278
Naghlu Dam,34.6411,69.7169
Mojave Solar Project,35.0111,-117.325
Methil Offshore Wind Farm,56.1628,-3.00889
Vianden Pumped Storage Plant,49.9522,6.17722
Mithapur Solar Power Plant,22.4091,68.9932
Long Island Solar Farm,40.8667,-72.85
Thisavros Dam,41.3544,24.3669
Köprü Dam,37.6303,35.6167
Boyabat Dam,41.34,35.0017
Golmud Solar Park,36.4053,95.1597
Limestone Generating Station,56.5069,-94.1069
Kettle Generating Station,56.3842,-94.635
Moses-Saunders Power Dam,45.0064,-74.795
Temperance Flat Dam,37.062,-119.61
Rusumo Power Station,-2.3825,30.7833
Burgos Wind Farm,18.5161,120.646
St. Joseph Wind Farm,49.315,-97.744
Nyabarongo Power Station,-2.26,29.6
Kaheawa Wind Power,20.8136,-156.551
Rampion Offshore Wind Farm,50.6667,-0.1
Sault Ste. Marie Solar Park,46.5378,-84.4378
Perovo Solar Park,44.9167,34.0333
Lopburi Solar Farm,14.9333,100.767
Gabardan Solar Park,44.045,-0.0266667
Valle 1 and Valle 2,36.6611,-5.84
Viking Wind Farm,60.3066,-1.22077
Avenal Solar Facility,35.9833,-120.1
Lauingen Energy Park,48.5369,10.4242
Tutow Solar Park,53.9214,13.2192
Qinghai Golmud Solar Park,36.3378,95.2217
Hongsibao Solar Park,39.3469,106.735
Florentino Ameghino Dam,-43.6998,-66.4816
Solarpark Eiche,52.5667,13.6
Serenissima Solar Park,44.9431,11.6533
Solarpark Finow Tower,52.8253,13.6983
Dhirubhai Ambani Solar Park,26.7631,72.0142
Cellino San Marco Solar Park,40.4667,17.9667
Fürstenwalde Solar Park,52.3928,14.0958
Solarpark Heideblick,51.8333,13.6667
Cottbus-Drewitz Solarpark,51.9333,14.5333
Ernsthof Solar Park,49.7167,9.46667
Reckahn Solar Park,52.3333,12.55
Ralsko Solar Park,50.6167,14.8
Ševětín Solar Park,49.1833,14.6
Puertollano Solar Thermal Power Plant,38.65,-3.96833
Jülich Solar Tower,50.915,6.38778
Puerto Errado,38.2783,-1.60028
Solenha,44.5167,5.73333
Webberville Solar Farm,30.25,-97.5167
Brandenburg-Briest Solarpark,52.4367,12.4514
Siberian Nuclear Power Plant,56.6269,84.9053
Osa de la Vega Solar Plant,39.65,-2.8
San Luis Valley Solar Ranch,37.6917,-105.917
Cimarron Solar Facility,36.4667,-104.633
Alfonsine Solar Park,44.5667,11.9833
Marèges Dam,45.3917,2.36417
Sant'Alberto Solar Park,44.5167,12.15
Curbans Solar Park,44.4167,6.05
Upper Atbara and Setit Dam Complex,14.2767,35.8969
Nagarjuna Power Plant,13.1597,74.8
Baram Dam,3.38306,114.568
Pflugerville Solar Farm,30.4344,-97.4589
